request,Filing_Jurisdiction:token,Filing_Jurisdiction:id,Filing_Jurisdiction,Filing_Year:token,Filing_Year:id,Filing_Year,Spender_Industry:token,Spender_Industry:id,Spender_Industry,Spender_Sector:token,Spender_Sector:id,Spender_Sector,#_of_Records,Total_$
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2018&lby-f-cci=68",lby-s,AK,AK,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,80,214765.57
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2017&lby-f-cci=100",lby-s,AK,AK,lby-y,2017,2017,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,88,213137.69
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2016&lby-f-cci=99",lby-s,KY,KY,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,216,201731.57
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2017&lby-f-cci=100",lby-s,MT,MT,lby-y,2017,2017,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,414,199436.53
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2015&lby-f-cci=99",lby-s,CO,CO,lby-y,2015,2015,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,53,196903.98
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2014&lby-f-cci=65",lby-s,IA,IA,lby-y,2014,2014,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,16,193721.06
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2018&lby-f-cci=100",lby-s,AK,AK,lby-y,2018,2018,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,64,188246.35
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2014&lby-f-cci=68",lby-s,AK,AK,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,140,187599.57
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2015&lby-f-cci=66",lby-s,ME,ME,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,10,185860.72
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=VT&lby-y=2015&lby-f-cci=68",lby-s,VT,VT,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,21,184307.03
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2013&lby-f-cci=68",lby-s,ME,ME,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,20,184126.28
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2015&lby-f-cci=65",lby-s,NE,NE,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,33,181783.35
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2016&lby-f-cci=68",lby-s,AK,AK,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,116,179245.66
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2014&lby-f-cci=100",lby-s,KY,KY,lby-y,2014,2014,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,192,178549.29
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2017&lby-f-cci=99",lby-s,IA,IA,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,40,177222.59
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=VT&lby-y=2017&lby-f-cci=65",lby-s,VT,VT,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,34,176980.92
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2014&lby-f-cci=67",lby-s,AK,AK,lby-y,2014,2014,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,54,173999.97
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2017&lby-f-cci=65",lby-s,NE,NE,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,66,173328.27
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2015&lby-f-cci=65",lby-s,ME,ME,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,12,172666.30
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2015&lby-f-cci=67",lby-s,IA,IA,lby-y,2015,2015,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,46,172321.52
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2017&lby-f-cci=65",lby-s,ME,ME,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,11,171241.11
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2016&lby-f-cci=100",lby-s,KY,KY,lby-y,2016,2016,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,192,169715.40
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2017&lby-f-cci=68",lby-s,AK,AK,lby-y,2017,2017,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,98,167899.92
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2017&lby-f-cci=99",lby-s,AK,AK,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,78,166500.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2017&lby-f-cci=99",lby-s,MT,MT,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,252,166116.86
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2016&lby-f-cci=67",lby-s,IA,IA,lby-y,2016,2016,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,48,165403.60
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2018&lby-f-cci=99",lby-s,IA,IA,lby-y,2018,2018,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,36,165136.96
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2017&lby-f-cci=99",lby-s,CO,CO,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,47,160321.04
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2015&lby-f-cci=99",lby-s,TX,TX,lby-y,2015,2015,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,7,160000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2013&lby-f-cci=65",lby-s,ME,ME,lby-y,2013,2013,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,12,157356.12
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2015&lby-f-cci=68",lby-s,NE,NE,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,64,155562.27
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2017&lby-f-cci=66",lby-s,ME,ME,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,7,155537.71
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2018&lby-f-cci=68",lby-s,ME,ME,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,22,152200.89
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2013&lby-f-cci=99",lby-s,MT,MT,lby-y,2013,2013,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,270,152049.67
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2018&lby-f-cci=101",lby-s,MI,MI,lby-y,2018,2018,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,18,151698.30
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2015&lby-f-cci=99",lby-s,MT,MT,lby-y,2015,2015,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,279,151416.01
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2014&lby-f-cci=100",lby-s,SC,SC,lby-y,2014,2014,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,8,151204.38
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2015&lby-f-cci=68",lby-s,AK,AK,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,140,150316.62
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2017&lby-f-cci=65",lby-s,MT,MT,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,360,150255.91
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2017&lby-f-cci=100",lby-s,SC,SC,lby-y,2017,2017,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,44,150125.37
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=TX&lby-y=2017&lby-f-cci=99",lby-s,TX,TX,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,10,150001.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2018&lby-f-cci=101",lby-s,NJ,NJ,lby-y,2018,2018,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,9,150000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2018&lby-f-cci=99",lby-s,AK,AK,lby-y,2018,2018,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,58,147500.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2013&lby-f-cci=66",lby-s,ME,ME,lby-y,2013,2013,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,9,146990.91
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2016&lby-f-cci=99",lby-s,AK,AK,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,68,146500.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2015&lby-f-cci=100",lby-s,SC,SC,lby-y,2015,2015,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,44,143425.64
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2015&lby-f-cci=68",lby-s,ME,ME,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,25,143010.82
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2013&lby-f-cci=100",lby-s,SC,SC,lby-y,2013,2013,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,7,142624.69
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=ME&lby-y=2018&lby-f-cci=66",lby-s,ME,ME,lby-y,2018,2018,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,7,141073.64
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2018&lby-f-cci=99",lby-s,CO,CO,lby-y,2018,2018,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,51,140988.53
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2018&lby-f-cci=100",lby-s,SC,SC,lby-y,2018,2018,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,33,140109.06
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2013&lby-f-cci=68",lby-s,MT,MT,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,378,138188.80
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2016&lby-f-cci=99",lby-s,CO,CO,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,63,138153.01
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2015&lby-f-cci=99",lby-s,AK,AK,lby-y,2015,2015,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,80,137000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2015&lby-f-cci=65",lby-s,MT,MT,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,288,135479.08
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NE&lby-y=2015&lby-f-cci=67",lby-s,NE,NE,lby-y,2015,2015,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,35,132450.86
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2014&lby-f-cci=99",lby-s,KY,KY,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,184,131623.44
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2016&lby-f-cci=101",lby-s,MI,MI,lby-y,2016,2016,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,18,131479.92
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MT&lby-y=2015&lby-f-cci=68",lby-s,MT,MT,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,396,130825.73
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2014&lby-f-cci=99",lby-s,CO,CO,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,55,130672.63
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2016&lby-f-cci=100",lby-s,SC,SC,lby-y,2016,2016,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,44,126797.23
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2014&lby-f-cci=99",lby-s,AK,AK,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,54,126500.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2015&lby-f-cci=100",lby-s,KY,KY,lby-y,2015,2015,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,188,126020.90
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2018&lby-f-cci=99",lby-s,KY,KY,lby-y,2018,2018,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,192,122988.39
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2013&lby-f-cci=99",lby-s,AK,AK,lby-y,2013,2013,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,28,120500.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=AK&lby-y=2013&lby-f-cci=68",lby-s,AK,AK,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,48,120302.24
